"Name","School","Conference","Overall","Pass Block","Run Block","Discipline"
"Aidan Martin","Wake","ACC","9.61","10.68","4.97","10.91"
"Amare Taase","UNLV","MWC","9.61","9.29","11.55","12.24"
"Sam Simpson","Ind","Big10","9.60","9.60","9.60","9.60"
"Jahari Medlock","Fla","SEC","9.60","9.60","9.60","9.60"
"Ryan Miret","LSU","SEC","9.60","9.60","9.60","9.60"
"Phillip Ocon","ColSt","Pac12","9.60","9.10","11.79","12.63"
"Val Erickson","Lib","CUSA","9.60","9.87","7.52","11.46"
"Weston Davis","LSU","SEC","9.60","9.92","10.05","13.78"
"Jayden Elijah","Rut","Big10","9.60","9.60","9.60","9.60"
"Alessandro Lorenzetti","Bay","Big12","9.59","9.59","9.59","9.59"
"Jaquan Sprinkle","LSU","SEC","9.59","9.04","10.97","15.66"
"Yousef Mugharbil","NCSt","ACC","9.59","9.58","6.85","13.95"
"Ethan Thomason","BYU","Big12","9.59","9.59","9.59","9.59"
"Delvin Morris","KSt","Big12","9.59","10.32","9.35","14.41"
"Karson Jones","ECU","Amer","9.58","10.61","9.44","10.21"
"Lamar Williams","Mary","Big10","9.58","9.58","9.58","9.58"
"Nick Dalessandro","Mass","MAC","9.57","8.85","10.85","15.08"
"Asher Hale","Bay","Big12","9.57","9.67","12.09","14.38"
"Johnathan Cline","MiaFL","ACC","9.57","9.33","9.81","14.28"
"Andrew Martinez","ULLaf","SBC","9.57","8.51","14.27","14.30"
"Zeke Marshall","CoCar","SBC","9.57","9.57","9.57","9.57"
"Elisha Faamatuainu","Cal","ACC","9.57","9.57","9.57","9.57"
"Tyrell Miller","Bama","SEC","9.57","9.57","9.57","9.57"
"Juan Minaya","MiaFL","ACC","9.56","9.54","9.80","9.57"
"Nate Tastad","NDSt","MWC","9.56","9.77","7.42","15.78"
"Adrian Gumm","JackSt","CUSA","9.55","8.10","15.09","16.03"
"Robbie Pizzolato","Tul","Amer","9.55","10.20","9.21","14.64"
"A'marion Breland","UTSA","Amer","9.55","9.56","9.64","9.30"
"Daniel Pierre Louis","Fla","SEC","9.55","9.55","9.55","9.55"
"Seth Wilfred","UtSt","Pac12","9.55","9.63","9.54","9.45"
"Kenton Jerido","SoAla","SBC","9.54","11.16","11.77","15.20"
"Nikola Milovac","KennSt","CUSA","9.54","9.68","10.42","14.26"
"Noel Portnjagin","JMU","SBC","9.54","8.45","9.53","9.57"
"Cole Mosier","Ball","MAC","9.53","10.65","6.56","15.07"
"Maddox Cochrane","VT","ACC","9.53","9.53","9.53","9.53"
"Toa Katoa","SMU","ACC","9.53","9.53","9.53","9.53"
"Caleb Hackleman","OKSt","Big12","9.53","9.53","9.53","9.53"
"Wesley Harvey","TCU","Big12","9.53","9.53","9.53","9.53"
"Donovan Johnson","Rut","Big10","9.53","9.53","9.53","9.53"
"Ed Baker","Tenn","SEC","9.53","9.53","9.53","9.53"
"Alex Payne","UVA","ACC","9.52","9.52","9.17","9.53"
"Stewart Taufa","Boise","Pac12","9.52","9.52","9.70","9.49"
"Patrick Schaller","NW","Big10","9.52","9.54","11.83","11.39"
"Isaiah Montgomery","Pitt","ACC","9.52","7.00","13.32","11.83"
"Connor Meadows","UCF","Big12","9.52","10.20","9.57","14.80"
"Cody Taylor","Char","Amer","9.52","9.52","9.52","9.52"
"Ziron Brown","Stan","ACC","9.51","10.30","8.02","14.07"
"Brandon Solis","KU","Big12","9.51","9.51","9.51","9.51"
"Antonio Wilson","KU","Big12","9.51","9.43","9.74","9.10"
"Martin Koivisto","CMich","MAC","9.51","10.15","5.53","14.33"
"Justin Cesaire","Rut","Big10","9.51","10.02","10.51","8.30"
"Braden Cunningham","FAU","Amer","9.50","9.07","10.27","9.78"
"Kristos Fernandez","Char","Amer","9.50","10.39","9.15","14.14"
"Byron Nelson","UNC","ACC","9.50","9.50","9.50","9.50"
"Jordan Floyd","GATech","ACC","9.50","9.50","9.50","9.50"
"Terrell Kim","AZSt","Big12","9.50","11.02","9.22","10.92"
"Kyle Rakers","KSt","Big12","9.50","9.49","7.36","9.77"
"Jacob Norcross","Nev","MWC","9.50","10.49","9.34","15.11"
"Aaron Dunn","USC","Big10","9.50","9.97","11.37","11.25"
"Matthew Nehf","CMich","MAC","9.50","9.56","10.10","13.46"
"Matthew Lefeau","MissSt","SEC","9.49","9.49","9.49","9.49"
"Makoni Manukainiu","SJSt","MWC","9.49","10.71","9.21","10.82"
"Styles Prescod","ND","Inde","9.48","9.99","7.58","13.66"
"Nonso Omezi","WKU","CUSA","9.48","10.22","11.25","14.24"
"Ben Gustafson","NIU","MWC","9.48","9.45","6.81","9.46"
"Amir Johnson","BC","ACC","9.48","10.91","8.97","14.29"
"Jack Small","Del","CUSA","9.47","9.48","8.48","9.49"
"Ovie Dubre","FAU","Amer","9.47","9.79","9.98","9.71"
"Drew Nichols","MichSt","Big10","9.47","9.47","9.47","9.47"
"Michael McDonough","Illini","Big10","9.47","9.47","9.47","9.47"
"Ben Mulholland","Conn","Inde","9.47","9.63","10.30","14.16"
"Elijha Payne","EMich","MAC","9.47","9.68","7.99","15.26"
"Raphael Greene-Nyarko","Conn","Inde","9.45","10.10","6.85","10.91"
"Jaiden Edwards","Del","CUSA","9.45","9.45","9.45","9.45"
"Marques Uini","AZSt","Big12","9.45","9.45","9.45","9.45"
"Kison Shepard","MissSt","SEC","9.45","9.45","9.45","9.45"
"Emanuel Faulkner","Miss","SEC","9.45","9.45","9.45","9.45"
"Jermiel Atkins","UK","SEC","9.45","9.45","9.45","9.45"
"Cameron Miller Jr.","UK","SEC","9.45","9.45","9.45","9.45"
"Trevor Swan","CMich","MAC","9.44","9.18","9.52","15.77"
"Payton Stewart","ColSt","Pac12","9.44","9.44","9.44","9.44"
"Manuel Beigel","Mich","Big10","9.44","9.44","9.44","9.44"
"Joshua Moses","A&M","SEC","9.43","9.43","7.92","9.52"
"Grayson Reid","UVA","ACC","9.43","9.51","7.21","9.97"
"Tristen Fortenberry","Tul","Amer","9.43","9.56","9.82","9.63"
"Miron Gurman","Rut","Big10","9.42","9.42","9.42","9.42"
"Juelz Baptiste","Tul","Amer","9.42","9.42","9.08","9.43"
"John Fifita","USC","Big10","9.41","9.41","9.41","9.41"
"Chase Deniz","USC","Big10","9.41","9.41","9.41","9.41"
"Rhett Gray","Hou","Big12","9.41","9.41","9.41","9.41"
"Travis Robertson","BG","MAC","9.41","9.41","9.41","9.41"
"Tyler Brumfield","EMich","MAC","9.41","9.41","9.41","9.41"
"Brandon Rose","CoCar","SBC","9.41","9.41","9.41","9.41"
"Creece Brister","TCU","Big12","9.41","9.41","9.41","9.41"
"Javarii Luckas","Fla","SEC","9.41","9.41","9.41","9.41"
"Luke Duska","KennSt","CUSA","9.41","8.76","11.89","14.78"
"Jack Laird","Marsh","SBC","9.41","9.32","5.43","9.20"
"K.D. Arnold","UCLA","Big10","9.40","9.07","9.38","13.26"
"Trent Mitchell","NCSt","ACC","9.40","8.72","9.37","9.41"
"Mark Handy","Minn","Big10","9.39","9.39","9.39","9.39"
"Brody Duffel","Tuls","Amer","9.39","7.90","10.57","15.66"
"Seth Anstead","Ohio","MAC","9.39","9.34","9.70","9.84"
"Josh Aisosa","WVU","Big12","9.39","9.36","8.95","11.93"
"Soren Shinofield","Utah","Big12","9.39","9.39","9.39","9.39"
"Tyler West","NCSt","ACC","9.39","9.39","9.39","9.39"
"Ashton Murphy","Neb","Big10","9.39","9.39","9.39","9.39"
"Lucas Austin","VT","ACC","9.39","9.34","10.07","8.98"
"Jude Foster","Lib","CUSA","9.38","9.38","9.38","9.38"
"Mitch Hodnett","Tul","Amer","9.38","9.38","9.38","9.38"
"Trey Blue","UNC","ACC","9.38","9.38","9.38","9.38"
"Dane Wleklinski","UVA","ACC","9.38","8.78","10.66","10.67"
"Darion Reed","Tul","Amer","9.37","9.11","8.91","14.55"
"Malik White","UNLV","MWC","9.37","9.37","9.37","9.37"
"Kaden Scherer","Tex","SEC","9.37","9.37","9.37","9.37"
"Cameron Greene","Rut","Big10","9.37","9.37","9.37","9.37"
"Bryten Close","Lou","ACC","9.37","9.37","9.37","9.37"
"Lamarcus Barber","KSt","Big12","9.37","9.37","9.37","9.37"
"Malachi Mills","KU","Big12","9.37","9.37","9.37","9.37"
"Langston Hogg","Wake","ACC","9.37","9.37","9.37","9.37"
"Eli Holbrook","OKSt","Big12","9.37","9.37","9.37","9.37"
"Jesse Moody","Mary","Big10","9.37","9.37","9.37","9.37"
"Gradey Anthony","Lou","ACC","9.37","9.37","8.69","9.37"
"Jensen Somerville","UCLA","Big10","9.36","10.57","6.88","12.80"
"Eli Kaufman","Marsh","SBC","9.36","9.15","9.86","10.10"
"Tanner Welch","ArkSt","SBC","9.36","6.58","10.21","12.80"
"Ryan Howard","KSt","Big12","9.35","9.35","9.35","9.35"
"Michael O'Connell","NW","Big10","9.35","9.35","9.35","9.35"
"Jd Rayner","UCLA","Big10","9.34","9.39","8.46","9.52"
"Blake Scriber","Ball","MAC","9.34","6.72","9.63","14.49"
"Hall Schmidt","UCLA","Big10","9.34","10.35","9.34","13.47"
"Lamarcus Dillard","WVU","Big12","9.33","9.33","9.33","9.33"
"Jayden Ross","MissSt","SEC","9.33","9.33","9.33","9.33"
"Niko Castillo","Minn","Big10","9.33","9.33","9.33","9.33"
"Malcolm Gaston","Lib","CUSA","9.33","9.33","9.33","9.33"
"Tucker Young","Ark","SEC","9.33","9.33","9.33","9.33"
"Ben Mubenga","Ark","SEC","9.33","9.33","9.33","9.33"
"Khalil Sanogo","Zona","Big12","9.33","9.33","9.33","9.33"
"Andre Amos, Jr.","Tul","Amer","9.33","9.33","9.33","9.33"
"Hakeim Smalls","Boise","Pac12","9.33","9.33","9.33","9.33"
"Xavier Payne","Col","Big12","9.33","9.33","9.33","9.33"
"Deshawn Woods","WVU","Big12","9.33","9.33","9.33","9.33"
"Dontrell Holt","IASt","Big12","9.33","9.33","9.33","9.33"
"Hadine Diaby","JackSt","CUSA","9.33","11.28","7.81","15.32"
"Bubba Craig","ODU","SBC","9.32","9.32","9.32","9.32"
"Will Saba","Wake","ACC","9.32","9.32","9.32","9.32"
"Braden Hales","ColSt","Pac12","9.32","9.05","10.53","9.59"
"Tucker Kattus","Clem","ACC","9.32","9.32","8.64","9.33"
"Justin Hylkema","Wash","Big10","9.31","9.31","8.32","9.33"
"Shep Turk","Pitt","ACC","9.30","9.30","9.30","9.30"
"Tommy Ricard","VT","ACC","9.30","9.68","7.56","13.61"
"Baylynn Williams","ULLaf","SBC","9.30","9.77","6.48","10.08"
"Emeka Ugorji","Fla","SEC","9.30","10.16","5.74","15.66"
"Dylan Durbin","Wake","ACC","9.30","9.30","9.30","9.30"
"Rowdy Pearce","Utah","Big12","9.30","9.30","9.30","9.30"
"Hayden Gunter","Stan","ACC","9.30","9.30","9.30","9.30"
"Esaiah Wong","Cal","ACC","9.30","9.30","9.30","9.30"
"Brent Helton","AZSt","Big12","9.30","9.30","9.30","9.30"
"Demetrius Campbell","MiaFL","ACC","9.30","9.30","9.30","9.30"
"Sean Poret","FSU","ACC","9.30","9.30","9.30","9.30"
"Ja'Vaughn Hargett","ECU","Amer","9.28","9.28","9.28","9.28"
"Colter Alberding","Rice","Amer","9.28","9.28","9.28","9.28"
"Richard Thigpen","SMiss","SBC","9.28","9.28","9.28","9.28"
"Marcus Page Jr.","Rice","Amer","9.28","9.28","9.28","9.28"
"Tucker Thieneman","NDSt","MWC","9.28","9.28","9.28","9.28"
"Brody Smith","NCSt","ACC","9.28","9.28","9.28","9.28"
"Donald Akhibi","FSU","ACC","9.28","9.28","9.28","9.28"
"Teriyan Morman","USF","Amer","9.27","9.72","9.24","9.73"
"Dara Adeyemi","Stan","ACC","9.26","8.83","10.99","11.62"
"Rowan Byrne","UNC","ACC","9.26","9.26","9.35","9.27"
"Mason Barton","CoCar","SBC","9.26","8.22","10.79","14.13"
"Xander Ruggeroli","AZSt","Big12","9.26","8.63","9.24","9.32"
"Buddy Wegdam","VT","ACC","9.25","9.25","9.25","9.25"
"George Haseotes","Vand","SEC","9.25","9.25","9.25","9.25"
"Eli Sanchez","UNLV","MWC","9.25","9.25","9.25","9.25"
"Kasiyah Charlton","UCF","Big12","9.25","9.25","9.25","9.25"
"Amahn Williams","UCF","Big12","9.25","9.25","9.25","9.25"
"Ammon Alexander","Stan","ACC","9.25","9.25","9.25","9.25"
"Alexander Brewer","Navy","Amer","9.25","9.25","9.25","9.25"
"Kenton Mondeau","Ind","Big10","9.25","9.25","9.25","9.25"
"Hugh Smith","Ark","SEC","9.25","9.25","9.25","9.25"
"Troy Pless","Hou","Big12","9.25","9.25","9.25","9.25"
"Bryce Boulton","Ore","Big10","9.25","9.25","9.25","9.25"
"Terrell Berryhill Jr.","Purd","Big10","9.25","9.25","9.25","9.25"
"Anderson Kopp","KU","Big12","9.25","9.28","7.89","9.20"
"Torian Chester","Pitt","ACC","9.25","9.24","9.86","9.67"
"Willi Wascher","USC","Big10","9.25","9.25","8.90","9.25"
"Jonah Rodriguez","UNC","ACC","9.25","9.25","9.25","9.25"
"Maximus McCree","WashSt","Pac12","9.24","9.25","8.91","14.65"
"Josh Raymond","GASo","SBC","9.24","9.23","10.09","9.23"
"Drew Hill","SMU","ACC","9.24","9.24","9.24","9.24"
"Zach Taylor","Cincy","Big12","9.24","9.24","9.24","9.24"
"Griffin Rousseau","Illini","Big10","9.24","9.24","9.24","9.24"
"Ameer Ross","TexSt","Pac12","9.23","9.18","9.04","9.10"
"Jr Sia","BYU","Big12","9.23","9.77","9.43","14.50"
"Carson Osmus","FAU","Amer","9.23","9.23","8.21","9.22"
"Elijah Baker","Tul","Amer","9.22","9.70","9.46","11.30"
"Greydon Grimes","App","SBC","9.22","9.31","7.73","9.04"
"Cam May","SDSU","Pac12","9.22","7.60","9.91","13.94"
"Triston Pierre","CMich","MAC","9.22","9.69","7.43","10.07"
"Lucas Tielsch","Minn","Big10","9.22","9.22","9.22","9.22"
"Benjamin Corhei","Lou","ACC","9.22","9.22","9.22","9.22"
"Luke Collins","Cincy","Big12","9.22","9.22","9.22","9.22"
"Karon Spencer","Temp","Amer","9.22","9.22","9.22","9.22"
"Tyrell Simpson","VT","ACC","9.22","9.22","9.22","9.22"
"Ben Corhei","Lou","ACC","9.22","9.22","9.22","9.22"
"Kahlee Tafai","Cal","ACC","9.21","9.45","9.36","13.32"
"Charlton Luniewski","SDSU","Pac12","9.21","9.29","9.18","9.28"
"Boston Crowell","Kent","MAC","9.21","9.04","11.17","11.91"
"Samir Camacho","TCU","Big12","9.21","9.21","9.21","9.21"
"Luke Work","Mizz","SEC","9.21","8.12","12.00","12.42"
"Kevin Peay Jr.","GATech","ACC","9.21","9.24","9.53","9.35"
"Simona Fuailetolo","OKSt","Big12","9.20","9.20","9.20","9.20"
"Jordan Burnett","TCU","Big12","9.19","9.19","9.19","9.19"
"Nathaniel Wright","VT","ACC","9.19","9.19","9.19","9.19"
"Charlie Symonds","Stan","ACC","9.18","9.19","8.95","9.19"
"Jaquez Joiner","Marsh","SBC","9.18","9.18","9.18","9.18"
"Dominic Rivera","Conn","Inde","9.18","9.18","9.18","9.18"
"Connor LaGrow","Boise","Pac12","9.18","9.18","9.18","9.18"
"Peter Langi","OreSt","Pac12","9.18","9.18","9.18","9.18"
"Chance Holloman","Mem","Amer","9.18","9.18","9.18","9.18"
"Tre Aiken","NCSt","ACC","9.18","9.18","9.18","9.18"
"Josh Janowski","Iowa","Big10","9.18","9.18","9.18","9.18"
"Mason Vicari","Purd","Big10","9.18","11.76","8.97","10.27"
"Logan Bennett","Mary","Big10","9.18","9.18","9.35","9.23"
"Reese Tripp","MTSU","CUSA","9.17","9.17","8.82","9.18"
"Jackson Brown","UNLV","MWC","9.17","6.61","11.11","12.93"
"Carlos Slayden","Akr","MAC","9.17","10.27","7.31","11.99"
"Justin Bell","VT","ACC","9.16","9.16","9.16","9.16"
"Kuol Kuol II","PSU","Big10","9.16","9.16","9.16","9.16"
"Takaylen Muex","FIU","CUSA","9.15","9.15","9.15","9.15"
"Sione Tohi","Zona","Big12","9.15","9.15","9.15","9.15"
"Devin Coleman","Tex","SEC","9.15","9.15","9.15","9.15"
"Keon Johnson","NoTex","Amer","9.15","8.53","9.78","12.48"
"Aidan Lynch","VT","ACC","9.15","10.65","9.55","12.86"
"Joe Koury","Miss","SEC","9.14","8.72","10.43","9.06"
"Cooper Young","UAB","Amer","9.14","10.16","9.05","9.69"
"Jeremiah Stallworth","SacSt","MAC","9.14","9.50","12.51","12.49"
"Owen Jakubczak","NW","Big10","9.14","9.14","9.14","9.14"
"Beckett Schreiber","Minn","Big10","9.14","9.14","9.14","9.14"
"Noah Abebe","Hou","Big12","9.14","9.14","9.14","9.14"
"Nathan Allen","Zona","Big12","9.14","9.14","9.14","9.14"
"Nick Kashubara","App","SBC","9.14","9.14","9.14","9.14"
"Brandon Smith","Akr","MAC","9.14","10.51","9.79","13.67"
"Ben Howard","Cal","ACC","9.13","9.13","9.13","9.13"
"Dj Williams","BC","ACC","9.13","9.13","8.78","9.13"
"Solomon Mathis","Cincy","Big12","9.12","9.12","9.12","9.12"
"Nathan Pahanich","Conn","Inde","9.12","9.12","9.12","9.12"
"Vasean Washington","OSU","Big10","9.12","9.80","8.22","15.76"
"Willie Goodacre","NoTex","Amer","9.11","9.10","9.36","9.19"
"Vae Soifua","SacSt","MAC","9.11","9.60","11.08","13.46"
"Brock Taylor","Mass","MAC","9.11","10.32","4.72","15.28"
"Caleb Walker","UCLA","Big10","9.11","8.82","8.77","9.16"
"Camden Goforth","WVU","Big12","9.10","9.10","9.10","9.10"
"Dalton DeBoer","Wake","ACC","9.10","9.10","9.10","9.10"
"Michael Gildea","UVA","ACC","9.10","9.10","9.10","9.10"
"Cam'Ron Thompson","SoAla","SBC","9.10","9.10","9.10","9.10"
"Andrew Price","Haw","MWC","9.10","9.10","9.10","9.10"
"Luke Grover","Cincy","Big12","9.10","9.10","9.10","9.10"
"Brodie Tagaloa","SacSt","MAC","9.10","9.10","9.10","9.10"
"Alex Rivera","Fres","Pac12","9.10","9.10","9.10","9.10"
"Amari Smith","TexSt","Pac12","9.10","9.10","9.10","9.10"
"Bode Stoddard","Fres","Pac12","9.10","9.10","9.10","9.10"
"Tyrese Cathey","GaSt","SBC","9.10","9.10","9.10","9.10"
"Wyatt Graffin","CMich","MAC","9.10","9.10","9.10","9.10"
"Jake Normoyle","OreSt","Pac12","9.10","9.10","9.10","9.10"
"Dylan Biehl","UVA","ACC","9.10","9.10","9.10","9.10"
"Mikey Gildea","UVA","ACC","9.10","9.10","9.10","9.10"
"Javian Goo","Zona","Big12","9.10","9.10","9.10","9.10"
"Cray Paich","Cincy","Big12","9.10","9.10","9.10","9.10"
"Phillip Bowser","WVU","Big12","9.10","9.10","9.10","9.10"
"Carmelo McKenzie","NCSt","ACC","9.10","9.10","9.10","9.10"
"Omarian Abraham","NCSt","ACC","9.10","9.10","9.10","9.10"
"Katron Evans","NCSt","ACC","9.10","9.10","9.10","9.10"
"Trey Boyd","NW","Big10","9.10","9.10","9.10","9.10"
"Stylz Blackmon","Wisc","Big10","9.10","9.10","9.10","9.10"
"Michael Smith","Vand","SEC","9.10","9.10","9.10","9.10"
"Enoch Wangoy","Miss","SEC","9.10","9.10","9.10","9.10"
"TJ Hedrick","Aub","SEC","9.10","9.10","9.10","9.10"
"K'leyone Iosua","UtSt","Pac12","9.09","8.81","9.97","10.79"
"Luke Watson","Temp","Amer","9.09","7.22","9.89","15.72"
"Alex Lopez","WKU","CUSA","9.09","9.08","6.61","9.27"
"Owen Hollenbeck","OU","SEC","9.09","9.09","9.09","9.09"
"Connor Heater","Navy","Amer","9.07","9.61","10.26","9.60"
"Max Parrott","Purd","Big10","9.07","9.07","8.72","9.07"
"Jamin Brown","Duke","ACC","9.07","9.07","9.07","9.07"
"Gerrick Gordon Jr.","USF","Amer","9.07","9.42","10.74","9.59"
"Darius Neals","KennSt","CUSA","9.07","7.85","12.32","15.75"
"Andrew Richard","LATech","CUSA","9.07","8.94","4.77","9.11"
"Anthony Baxter","SoCar","SEC","9.06","9.06","9.06","9.06"
"Pete Eglitis","PSU","Big10","9.06","9.06","9.06","9.06"
"Carey Clayton","Mem","Amer","9.06","9.06","9.06","9.06"
"Nathan Zappitelli","Cincy","Big12","9.06","9.06","9.06","9.06"
"Luke Hatfield","UVA","ACC","9.06","9.06","9.06","9.06"
"Jimmy Bryson","GATech","ACC","9.06","9.06","9.06","9.06"
"Jaden Wilkerson","MiaFL","ACC","9.06","9.06","9.06","9.06"
"CJ Williams","Vand","SEC","9.06","9.06","9.06","9.06"
"Jon Rodriguez","FIU","CUSA","9.06","9.24","7.43","10.32"
"Alan Grimme","TexSt","Pac12","9.05","9.05","8.40","9.09"
"Ransom McDermott","Temp","Amer","9.05","8.27","8.68","9.36"
"Evan McClure","Tuls","Amer","9.04","8.98","9.68","8.61"
"Jaishaun Offutt","Wake","ACC","9.04","9.04","9.04","9.04"
"Garin Maley","TT","Big12","9.04","9.04","9.04","9.04"
"Hingano Hautau","Hou","Big12","9.04","9.03","6.94","9.09"
"Tyhler Williams","GaSt","SBC","9.04","7.98","10.21","14.86"
"Tim Dawn","Ark","SEC","9.04","9.18","9.03","9.09"
"Tyler Norris","TexSt","Pac12","9.03","9.02","7.52","9.12"
"Kortez Winslow","FAU","Amer","9.03","8.28","10.47","13.89"
"John Watkins","Temp","Amer","9.02","9.02","9.02","9.02"
"Michael Ionata","FSU","ACC","9.02","9.02","9.02","9.02"
"Ikiansio Tupou","SJSt","MWC","9.02","9.02","9.02","9.02"
"Niniva Nicholson","AZSt","Big12","9.02","9.02","9.02","9.02"
"Brady Sakowitz","NCSt","ACC","9.02","9.02","9.02","9.02"
"Mike Ionata","FSU","ACC","9.02","9.02","9.02","9.02"
"Mason Mathis","Aub","SEC","9.02","9.02","9.02","9.02"
"Will Larkins","OreSt","Pac12","9.02","8.07","7.73","11.37"
"Ethan Calloway","Wake","ACC","9.02","9.02","9.15","9.03"
"Camp Lott","UCF","Big12","9.02","9.02","8.03","9.03"
"Rasheed Jackson","TexSt","Pac12","9.02","11.05","7.70","15.27"
"Cam Herron","ND","Inde","9.01","10.29","5.54","12.22"
"Nolan Latulippe","Cincy","Big12","9.01","8.69","9.23","15.18"
"Gabe Smith","Lib","CUSA","9.00","9.00","9.00","9.00"
"Ben Beymer","Mary","Big10","9.00","9.00","9.00","9.00"
"Josiah Clemons","Ark","SEC","9.00","9.00","9.00","9.00"
"Elijah Collins","SHSt","CUSA","9.00","8.24","10.06","16.08"
"Chris Lino","WashSt","Pac12","8.99","8.99","8.31","9.00"
"Akram Elnagmi","Pitt","ACC","8.99","8.98","8.31","9.00"
"Matthew Hawn","Cuse","ACC","8.99","8.99","8.64","8.99"
"Josh Haney","UNLV","MWC","8.98","8.98","8.98","8.98"
"Lawrence Iyalekhue","BC","ACC","8.98","8.98","8.98","8.98"
"Dean Ruksnaitis","BC","ACC","8.98","8.98","8.98","8.98"
"Caden Muskus","App","SBC","8.98","8.98","8.98","8.98"
"Noah Mercer","Troy","SBC","8.98","8.98","8.98","8.98"
"O'Ryan Mosley","OKSt","Big12","8.98","8.98","8.98","8.98"
"Daniel Shipp","Minn","Big10","8.98","8.98","8.98","8.98"
"Jiavani Cooley","Pitt","ACC","8.98","9.61","7.20","11.41"
"Mauricio Hinds","FAU","Amer","8.98","10.23","6.21","13.45"
"Keon Rohé","FAU","Amer","8.98","9.89","9.76","9.57"
"Cullen Witt","Rice","Amer","8.98","8.86","9.43","10.26"
"Evan Parker","Ind","Big10","8.97","8.97","8.97","8.97"
"Kene Anene","NDSt","MWC","8.97","8.97","7.33","8.64"
"Antoni Ogumoro","Tenn","SEC","8.96","8.25","14.86","11.98"
"Keegan Wechsler","Vand","SEC","8.96","8.68","10.07","9.10"
"Dennis Rahouski","NW","Big10","8.96","8.89","9.37","8.82"
"Michael Klisiewicz","Cal","ACC","8.95","8.95","8.95","8.95"
"Lowen Colman-Brusa","Wash","Big10","8.95","8.95","8.95","8.95"
"Rhett Morris","WVU","Big12","8.95","8.95","8.95","8.95"
"Bruno Werner","BC","ACC","8.95","8.95","8.95","8.95"
"Jarvis Potts","App","SBC","8.95","8.95","8.95","8.95"
"Etueni Ropati","TexSt","Pac12","8.94","8.81","10.29","9.31"
"Lavaka Taukeiaho","SJSt","MWC","8.94","9.11","9.39","12.81"
"Will Morris","Tuls","Amer","8.94","9.66","6.34","11.88"
"Shontrail Key","SacSt","MAC","8.94","8.97","10.77","12.00"
"Maddox Conway","OreSt","Pac12","8.93","8.93","8.93","8.93"
"Hayden Wright","Hou","Big12","8.93","8.93","8.93","8.93"
"Logan Gross","NIU","MWC","8.93","8.78","4.73","8.89"
"Jack Tanner","KU","Big12","8.93","6.68","10.60","13.96"
"Asa Holbert","WKU","CUSA","8.93","8.93","8.93","8.93"
"Eddie Lartigue","UTEP","MWC","8.93","8.93","8.93","8.93"
"Preston Dazey","Tol","MAC","8.93","8.93","8.93","8.93"
"Jake Palucki","Tol","MAC","8.93","8.93","8.93","8.93"
"Aydan Newell","SoAla","SBC","8.93","8.93","8.93","8.93"
"Jai'Vale Fredericks","ULLaf","SBC","8.93","8.93","8.93","8.93"
"Max Vivier","ColSt","Pac12","8.93","8.93","8.93","8.93"
"Adham Abouraya","EMich","MAC","8.93","8.93","8.93","8.93"
"Jonathan Pearcy","Wyo","MWC","8.93","8.93","8.93","8.93"
"Jordan Reasonover","NoTex","Amer","8.93","8.93","8.93","8.93"
"Skylar Harvey","Cuse","ACC","8.93","8.93","8.93","8.93"
"Nick Spence","Minn","Big10","8.93","8.93","8.93","8.93"
"Ronnell McLain","Hou","Big12","8.92","8.90","6.45","9.35"
"Desean Bryant Jr.","AZSt","Big12","8.91","8.91","8.91","8.91"
"Raynor Andrews","Rut","Big10","8.91","8.91","8.91","8.91"
"Hayden Treter","USC","Big10","8.91","8.76","8.27","13.67"
"Eric Perkins","TexSt","Pac12","8.90","8.90","8.90","8.90"
"Louis Akpa","Zona","Big12","8.90","8.90","8.90","8.90"
"Brayden Charney","Cuse","ACC","8.90","8.90","8.90","8.90"
"Nate Smith","JackSt","CUSA","8.90","8.60","9.43","12.19"
"Jaden Ligon","UAB","Amer","8.90","8.89","8.25","8.94"
"Jayce Mitchell","ULLaf","SBC","8.90","8.90","8.90","8.90"
"Xavier Archawski","Army","Amer","8.89","8.87","9.17","8.91"
"Kyson Van Vugt","Fres","Pac12","8.89","8.85","5.54","9.10"
"Javion Antai","Tuls","Amer","8.89","8.89","8.89","8.89"
"Nehemiah Johnson","UCLA","Big10","8.89","8.89","8.89","8.89"
"Nickolas Molina","FIU","CUSA","8.88","10.18","7.81","15.25"
"John Holthaus","ColSt","Pac12","8.87","8.53","9.63","8.90"
"Jahzari Priester","NoTex","Amer","8.87","8.68","8.52","8.85"
"Rico Schrieber","Purd","Big10","8.87","8.87","8.87","8.87"
"Michael Van Der Oord","Pitt","ACC","8.87","8.87","8.87","8.87"
"Eddie Alford","Mem","Amer","8.87","8.87","8.87","8.87"
"Tre Glover","App","SBC","8.87","8.87","8.87","8.87"
"Iosua Faleagafua","Boise","Pac12","8.87","8.87","8.87","8.87"
"John Curran","Pitt","ACC","8.87","8.87","8.87","8.87"
"Mason Lindsay","Pitt","ACC","8.87","8.87","8.87","8.87"
"Aidan Woods","WVU","Big12","8.87","8.87","8.87","8.87"
"Michael Price","UCLA","Big10","8.87","8.87","8.87","8.87"
"Jackson Jones","TCU","Big12","8.87","8.87","8.87","8.87"
"Roman Fina","Duke","ACC","8.87","8.87","8.87","8.87"
"Josiah Victor","NCSt","ACC","8.87","8.87","8.87","8.87"
"Ed Haynes","UNLV","MWC","8.86","9.51","8.83","9.53"
